,Time_Stamp,Temperature,TDS_VOltage,TDSwithoutT,TDSwithT
1234,2021-01-04 00:57:52-05:00,26.0,0.57,213.78,209.92
1235,2021-01-04 01:08:17-05:00,26.0,0.57,213.82,209.96
1236,2021-01-04 01:18:42-05:00,26.0,0.57,213.89,210.02
1237,2021-01-04 01:29:07-05:00,26.0,0.57,214.11,210.24
1238,2021-01-04 01:39:32-05:00,26.0,0.57,214.03,210.16
1239,2021-01-04 01:49:58-05:00,26.0,0.57,214.08,210.21
1240,2021-01-04 02:00:23-05:00,26.0,0.57,214.18,210.3
1241,2021-01-04 02:10:48-05:00,26.0,0.57,214.2,210.33
1242,2021-01-04 02:21:13-05:00,26.0,0.57,214.13,210.26
1243,2021-01-04 02:31:38-05:00,26.0,0.57,214.2,210.33
1244,2021-01-04 02:42:03-05:00,26.0,0.57,214.1,210.23
1245,2021-01-04 02:52:31-05:00,26.0,0.57,214.28,210.41
1246,2021-01-04 03:02:56-05:00,26.0,0.57,214.29,210.41
1247,2021-01-04 03:13:21-05:00,26.0,0.57,214.2,210.33
1248,2021-01-04 03:23:46-05:00,26.0,0.57,214.26,210.39
1249,2021-01-04 03:34:11-05:00,26.0,0.57,214.27,210.4
1250,2021-01-04 03:44:37-05:00,26.0,0.57,214.15,210.28
1251,2021-01-04 03:55:02-05:00,26.0,0.57,214.22,210.35
1252,2021-01-04 04:05:27-05:00,26.0,0.57,214.28,210.41
1253,2021-01-04 04:15:50-05:00,26.0,0.57,213.98,210.11
1254,2021-01-04 04:26:15-05:00,26.0,0.57,214.25,210.38
1255,2021-01-04 04:36:40-05:00,26.0,0.57,214.19,210.31
1256,2021-01-04 04:47:05-05:00,26.0,0.57,214.28,210.41
1257,2021-01-04 04:57:30-05:00,25.94,0.57,214.37,210.74
1258,2021-01-04 05:07:55-05:00,25.94,0.57,214.43,210.79
1259,2021-01-04 05:18:21-05:00,25.94,0.57,214.44,210.8
1260,2021-01-04 05:28:46-05:00,26.0,0.57,214.34,210.46
1261,2021-01-04 05:39:11-05:00,25.94,0.57,214.54,210.9
1262,2021-01-04 05:49:36-05:00,26.0,0.57,214.42,210.54
1263,2021-01-04 06:00:01-05:00,25.94,0.57,214.49,210.85
1264,2021-01-04 06:10:26-05:00,26.0,0.57,214.53,210.65
1265,2021-01-04 06:20:52-05:00,25.94,0.57,214.37,210.74
1266,2021-01-04 06:31:17-05:00,26.0,0.57,214.43,210.55
1267,2021-01-04 06:41:42-05:00,26.0,0.57,214.48,210.6
1268,2021-01-04 06:52:07-05:00,26.0,0.57,214.49,210.61
1269,2021-01-04 07:02:33-05:00,26.0,0.57,214.42,210.54
1270,2021-01-04 07:12:58-05:00,26.0,0.57,214.56,210.68
1271,2021-01-04 07:23:23-05:00,26.0,0.57,214.61,210.73
1272,2021-01-04 07:33:48-05:00,26.0,0.57,214.64,210.76
1273,2021-01-04 07:44:13-05:00,26.0,0.57,214.42,210.54
1274,2021-01-04 07:54:38-05:00,26.0,0.57,214.34,210.47
1275,2021-01-04 08:05:04-05:00,26.0,0.57,214.32,210.44
1276,2021-01-04 08:15:29-05:00,26.0,0.57,214.09,210.22
1277,2021-01-04 08:25:54-05:00,26.0,0.57,214.09,210.22
1278,2021-01-04 08:36:19-05:00,26.0,0.57,213.78,209.92
1279,2021-01-04 08:46:44-05:00,26.0,0.57,213.43,209.57
1280,2021-01-04 08:57:09-05:00,26.0,0.56,213.05,209.2
1281,2021-01-04 09:07:34-05:00,26.0,0.56,212.86,209.01
1282,2021-01-04 09:18:00-05:00,26.0,0.56,212.27,208.43
1283,2021-01-04 09:28:25-05:00,26.0,0.56,212.01,208.18
1284,2021-01-04 09:38:50-05:00,26.0,0.56,211.81,207.98
